L_CR_1h_10kWh,L_CR_1h_20kWh,L_CR_1h_30kWh,L_CR_1h_40kWh,L_CR_1h_50kWh,L_CR_1h_5kWh
453.075,897.52,1165.05,1795.04,1833.875,235.1675
425.685,697.97,1380.6,1733.42,1898.325,203.255
300.585,801.56,1046.865,1326.72,1848.425,207.3
343.35,749.7,1134,1386,1433.25,154.35
319,545.2,896.1,1194.8,1348.5,153.7
256.165,495.44,836.055,1283.64,1393.425,126.675
292.005,640.71,748.44,1077.3,1559.25,144.585
307.97,693.68,1085.37,1184.04,1405.3,174.915
365.2,650.72,966.12,1447.52,1892.4,190.9
376,782.08,1139.28,1278.4,1917.6,221.84
412.125,949.85,1000.875,1868.3,1825.125,217.8375
435.225,903.61,1430.025,1409.3,2404.1,201.0325
487.23,1072.8,1434.87,1698.6,2145.6,261.495
445.9,773.5,1446.9,1710.8,2502.5,275.275
494.55,989.1,1398.87,2185.44,2001.75,233.145
520.555,1157.87,1240.575,2218.44,2724.4,279.7375
464.31,844.2,1252.23,2176.16,2016.7,227.465
466.65,1043.1,1317.6,1720.2,2241.75,276.7875
415.38,857.85,1327.41,1751.82,2054.325,225.75
379.95,1028.1,1394.64,1877.4,2056.2,192.21
489.51,1067.22,1534.68,1728.72,2205,231.525
390.01,770.95,1292.475,1922.84,2562.275,244.89
509.335,890.1,1572.51,1839.54,2299.425,296.7
441.9,1050.74,1752.87,1806.88,2774.15,233.225
388.35,871.63,1540.455,1881.34,2502.7,252.4275
456.365,751.66,1231.035,1472.64,1725.75,201.3375
345.5,801.56,1098.69,1464.92,1537.475,162.385
308.7,674.1,916.65,1234.8,1386,141.75
321.9,655.4,983.1,1392,1305,143.55
247.72,613.67,979.62,1013.4,1576.4,142.1575
249.48,498.96,927.045,1338.12,1360.8,144.585
328.9,550.16,780.39,1100.32,1420.25,148.005
298.8,650.72,1135.44,1553.76,1660,179.28
357.2,819.68,1218.24,1714.56,1955.2,195.52
474.925,934.15,1389.45,1475.8,1864.375,209.9875
435.225,920.19,1392.72,1939.86,2404.1,180.3075
478.29,902.94,1434.87,1752.24,2167.95,207.855
432.25,964.6,1392.3,1801.8,2752.75,270.725
452.16,951.42,1384.74,1714.44,2307.9,284.955
423.255,1167.6,1678.425,1712.48,2724.4,228.655
422.1,853.58,1519.56,2232.44,2368.45,269.675
475.8,933.3,1221.525,1720.2,2104.5,199.0125
487.62,993.3,1232.595,2040.78,1964.025,205.4325
505.11,992.34,1233.72,1537.68,2547.9,223.5
441,767.34,1164.24,1993.32,2557.8,233.73
390.01,843.51,1523.76,1596.32,2267.5,204.075
445.05,1038.45,1364.82,1780.2,2447.775,210.1625
481.18,873.98,1310.97,2003.28,2381.35,270.05
392.665,940.67,1553.4,1553.4,2071.2,237.325
460.2,659.62,1069.965,1487.98,2320.175,214.76
366.23,677.18,1202.34,1589.3,1969.35,203.845
352.8,693,926.1,1398.6,1638,144.9
258.1,498.8,765.6,1345.6,1363,146.45
326.54,523.59,979.62,1216.08,1646.775,160.455
263.655,618.03,978.075,1349.46,1431.675,137.4975
355.81,723.58,1049.49,1016.6,1629.55,143.52
315.4,737.04,1145.4,1420.96,1826,162.68
368.48,789.6,1128,1579.2,1823.6,180.48
333.625,847.8,1047.975,1334.5,2021.375,172.7
418.645,969.93,1430.025,1939.86,2300.475,238.3375
514.05,858.24,1555.56,1841.64,2235,198.915
427.7,809.9,1310.4,2056.6,2616.25,213.85
409.77,998.52,1554.3,1902.84,2566.95,223.725
471.905,846.51,1459.5,2004.38,2870.35,206.7625
450.24,1041.18,1575.84,2101.12,2556.05,199.325
416.325,933.3,1660.725,2177.7,2127.375,269.925
428.925,984.27,1489.95,1535.1,2641.275,243.81
438.06,965.52,1354.41,1698.6,2123.25,232.44
520.38,1049.58,1561.14,2063.88,2271.15,231.525
430.825,1006.77,1265.265,1668.88,2516.925,240.355
543.95,1087.9,1795.035,2373.6,2620.85,279.3925
427.17,873.98,1517.19,1983.64,2896.9,267.595
504.855,975.19,1449.84,1881.34,2524.275,248.1125
341.315,743.99,1369.095,1457.3,1725.75,162.9875
307.495,739.37,953.58,1423.46,1623.85,172.75
365.4,579.6,1011.15,1285.2,1764,144.9
281.3,690.2,1026.6,997.6,1638.5,152.25
287.13,517.96,861.39,1249.86,1562.325,170.3075
280.665,493.29,867.51,963.9,1559.25,167.265
263.12,544.18,852.15,1435.2,1569.75,127.075
318.72,796.8,1145.4,1274.88,1759.6,167.66
338.4,842.24,1342.32,1534.08,2237.2,165.44
471,926.3,1424.775,1475.8,2158.75,233.5375
468.385,770.97,1119.15,1459.04,2217.575,227.975
415.71,840.36,1354.41,1591.32,2257.35,225.735
445.9,1101.1,1187.55,1838.2,2275,213.85
485.13,1007.94,1511.91,1921.68,2095.95,261.405
540.015,934.08,1634.64,2043.3,2456.825,226.2225
478.38,1041.18,1238.16,2176.16,2110.5,220.43
398.025,933.3,1399.95,2031.3,2722.125,235.6125
397.32,1092.63,1584.765,1715.7,2370.375,250.5825
496.17,831.42,1180.08,1609.2,2436.15,219.03
396.9,864.36,1203.93,1834.56,2138.85,233.73
403.615,1061.19,1251.66,2067.96,2040.75,235.82
499.445,929.66,1602.18,2393.38,2299.425,212.635
456.63,893.62,1590.84,1689.04,2602.3,211.13
435.815,906.15,1566.345,1829.56,1920.175,243.7975
418.015,743.99,1196.52,1595.36,1879.15,226.265
307.495,614.99,1109.055,1257.62,1537.475,176.205
315,718.2,1086.75,1134,1401.75,157.5
313.2,498.8,870,1345.6,1276,130.5
239.275,529.22,726.27,1103.48,1548.25,126.675
328.86,629.37,824.985,1145.34,1601.775,151.6725
269.1,544.18,1058.46,1303.64,1360.45,137.54
298.8,657.36,896.4,1288.16,1626.8,141.1
413.6,887.36,1003.92,1699.52,2049.2,210.56
459.225,761.45,1118.625,1570,1668.125,166.8125
455.95,820.71,1268.37,1541.94,2445.55,244.555
451.47,777.78,1555.56,1716.48,1944.45,245.85
541.45,1092,1351.35,1965.6,2502.5,227.5
485.13,932.58,1511.91,2015.88,2213.7,273.18
413.525,924.35,1488.69,2218.44,2164.925,209.195
529.97,956.76,1224.09,1800.96,2579.5,239.19
475.8,823.5,1468.575,1848.3,2493.375,244.7625
501.165,921.06,1232.595,1553.16,2054.325,196.4025
487.23,768.84,1475.1,1895.28,2235,189.975
502.74,943.74,1389.15,2099.16,2094.75,229.32
530.595,843.51,1510.155,1977.26,1950.05,208.61
573.62,860.43,1424.16,1819.76,2769.2,239.8325
510.64,893.62,1517.19,1944.36,2847.8,287.235
513.485,733.55,1411.005,1674.22,1963.325,196.3325
448.695,705.64,1173.51,1319.24,1687.4,182.1625
342.045,780.83,1150.515,1382,1813.875,177.9325
280.35,674.1,907.2,1083.6,1811.25,133.875
321.9,527.8,1044,1171.6,1740,156.6
298.39,551.74,836.055,1351.2,1506.025,149.195
280.665,635.04,901.53,1236.06,1601.775,154.5075
307.97,568.1,941.85,1411.28,1674.4,161.46
355.24,597.6,1035.84,1420.96,1975.4,185.92
368.48,849.76,1331.04,1323.52,1861.2,171.08
431.75,690.8,1012.65,1821.2,2217.625,190.3625
381.34,878.74,1417.59,1890.12,2010.325,238.3375
473.82,1072.8,1568.97,1788,2279.7,250.32
477.75,900.9,1542.45,1565.2,2616.25,273
569.91,913.74,1384.74,2204.28,2519.85,237.855
588.665,1099.49,1547.07,2276.82,2456.825,248.115
450.24,891.1,1435.14,2026.08,2462.25,248.57
420.9,924.15,1660.725,1866.6,2379,269.925
397.32,1047.48,1557.675,1824.06,2663.85,239.295
473.82,920.82,1139.85,1609.2,2033.85,219.03
401.31,820.26,1309.77,1658.16,2116.8,257.985
439.895,780.02,1414.92,1959.12,2630.3,235.82
474.72,1068.12,1706.025,2334.04,2472.5,242.305
456.63,1188.22,1782.33,2238.96,2528.65,213.585
453.075,906.15,1398.06,1656.96,2373.25,237.325
418.015,790.01,1012.44,1810.12,2205.125,224.3475
404.235,822.29,1057.23,1271.44,1468.375,158.93
324.45,535.5,803.25,1260,1417.5,179.55
278.4,545.2,983.1,1136.8,1508,160.95
270.24,557.37,988.065,1092.22,1632.7,130.8975
294.84,680.4,807.975,1088.64,1219.05,124.74
337.87,693.68,959.79,1267.76,1450.15,177.905
292.16,657.36,1155.36,1434.24,1610.2,141.1
330.88,827.2,1331.04,1383.68,1786,182.36
435.675,894.9,1189.275,1475.8,2060.625,190.3625
352.325,953.35,1156.455,1691.16,2238.3,176.1625
527.46,992.34,1421.46,1841.64,1989.15,192.21
468.65,1064.7,1624.35,1674.4,2229.5,257.075
471,1139.82,1624.95,2279.64,2001.75,207.24
467.04,982.73,1269.765,2179.52,2505.475,260.2775
417.41,956.76,1547.7,1838.48,2063.6,211.05
471.225,878.4,1509.75,1683.6,2379,251.625
456.015,1092.63,1476.405,2149.14,2596.125,270.9
518.52,929.76,1421.46,1627.08,2503.2,196.68
392.49,802.62,1534.68,2010.96,2381.4,191.835
548.735,961.42,1510.155,1904.7,2494.25,195.005
435.16,1018.67,1349.985,2195.58,2719.75,237.36
510.64,1040.92,1738.14,2081.84,2823.25,240.59
375.405,742.18,1126.215,1795.04,2524.275,237.325
383.5,759.33,1288.56,1656.72,2224.3,184.08
393.87,753.19,1067.595,1506.38,1589.3,160.6575
299.25,611.1,954.45,1108.8,1905.75,149.625
304.5,597.4,1000.5,1067.2,1261.5,142.1
340.615,489.81,920.505,1294.9,1463.8,130.8975
331.695,669.06,918.54,1111.32,1559.25,168.6825
337.87,532.22,852.15,1375.4,1629.55,180.895
282.2,737.04,1055.76,1288.16,1460.8,170.98
364.72,676.8,992.64,1579.2,1635.6,182.36
333.625,792.85,1153.95,1444.4,1844.75,217.8375
476.675,729.52,1280.805,1956.44,2300.475,176.1625
509.58,1019.16,1515.33,1716.48,1966.8,263.73
464.1,973.7,1242.15,2147.6,2616.25,218.4
569.91,810.12,1328.22,2091.24,2095.95,214.305
437.85,1099.49,1459.5,2101.68,2797.375,272.44
492.45,1097.46,1322.58,2176.16,2438.8,227.465
535.275,841.8,1345.05,2067.9,2241.75,258.4875
446.985,939.12,1530.585,1950.48,2054.325,198.66
438.06,911.88,1582.38,1913.16,2704.35,207.855
405.72,811.44,1587.6,2099.16,2094.75,222.705
430.825,807.23,1183.635,2013.54,2199.475,249.425
459.885,1127.46,1780.2,2353.82,2299.425,257.14
451.72,1129.3,1266.78,2101.48,2307.7,292.145
513.485,785.33,1436.895,1518.88,2610.575,213.5925
437.19,674.96,1380.6,1503.32,2281.825,162.9875
317.86,601.17,1243.8,1202.34,1623.85,146.8375
340.2,756,1020.6,1197,1606.5,135.45
298.7,620.6,957,1368.8,1479,175.45
242.09,495.44,886.725,968.36,1210.45,128.0825
320.355,544.32,995.085,1179.36,1204.875,130.41
254.15,699.66,870.09,1363.44,1270.75,177.905
398.4,796.8,886.44,1420.96,1826,197.54
342.16,669.28,1252.08,1609.28,1767.2,219.96
416.05,706.5,1365.9,1742.7,2001.75,196.25
443.515,953.35,1255.935,1807.22,2093.225,196.8875
522.99,902.94,1515.33,1573.44,2570.25,254.79
395.85,1055.6,1283.1,2074.8,2297.75,236.6
466.29,819.54,1201.05,1733.28,2190.15,268.47
501.095,1138.41,1707.615,1731.94,2481.15,257.845
454.93,947.38,1449.21,1819.72,2298.1,283.745
489.525,796.05,1358.775,1921.5,2630.625,265.35
519.225,1092.63,1259.685,2185.26,2618.7,266.385
402.3,992.34,1367.82,2145.6,2235,259.26
427.77,952.56,1547.91,1975.68,1896.3,194.04
399.08,925.14,1646.205,2013.54,2312.85,267.565
479.665,840.65,1453.83,2334.04,2225.25,259.6125
554.83,873.98,1782.33,2062.2,2602.3,277.415
478.965,923.41,1501.62,2036.68,2200.65,220.065
375.83,828.36,1081.47,1426.62,2128.425,218.595
310.95,704.82,1036.5,1188.52,1900.25,205.5725
352.8,724.5,1115.1,1197,1464.75,143.325
321.9,649.6,939.6,1183.2,1638.5,150.8
273.055,681.23,776.94,1114.74,1252.675,163.27
252.315,601.02,756.945,1179.36,1530.9,124.74
328.9,711.62,771.42,1447.16,1495,167.44
345.28,584.32,896.4,1487.36,1709.8,142.76
330.88,872.32,1263.36,1654.4,1992.8,193.64
451.375,902.75,1165.725,1852.6,2080.25,184.475
414.5,978.22,1380.285,1591.68,2424.825,219.685
415.71,822.48,1287.36,1627.08,2033.85,205.62
391.3,973.7,1446.9,1820,2707.25,234.325
499.26,800.7,1497.78,2166.6,2284.35,207.24
496.23,1031.38,1386.525,1887.62,2943.325,250.5475
459.62,891.1,1294.44,1763.44,2485.7,272.02
393.45,896.7,1303.875,2177.7,2127.375,242.475
523.74,984.27,1462.86,1589.28,2686.425,268.6425
424.65,1054.92,1515.33,1984.68,2436.15,250.32
498.33,890.82,1256.85,2063.88,2469.6,242.55
435.36,970.49,1605.39,1614.46,2448.9,242.6225
420.325,989,1409.325,1978,2225.25,286.81
476.27,1109.66,1428.81,1806.88,2725.05,257.775
491.91,1018.34,1126.215,1777.78,2545.85,209.2775
444.86,928.07,1138.995,1840.8,2243.475,199.42
352.41,621.9,1160.88,1243.8,1537.475,155.475
283.5,730.8,935.55,1524.6,1653.75,165.375
298.7,690.2,1017.9,1044,1667.5,142.1
337.8,636.19,962.73,1058.44,1449.725,119.6375
303.345,578.34,850.5,1304.1,1516.725,150.255
266.11,556.14,789.36,1231.88,1435.2,148.005
358.56,564.4,1145.4,1128.8,1460.8,184.26
360.96,676.8,1252.08,1278.4,1786,191.76
431.75,918.45,1236.375,1570,2001.75,166.8125
451.805,845.58,1392.72,1558.52,1844.525,201.0325
411.24,885.06,1555.56,1734.36,2123.25,212.325
514.15,882.7,1569.75,2056.6,2184,211.575
503.97,876.06,1610.82,1620.24,2826,226.08
515.69,1138.41,1503.285,2101.68,2067.625,245.6825
534.66,1050.56,1533.63,1932.28,2204.3,236.845
475.8,1006.5,1564.65,2086.2,2562,231.0375
419.895,857.85,1354.5,1571.22,2144.625,250.5825
424.65,1019.16,1609.2,1770.12,2503.2,216.795
410.13,979.02,1428.84,2028.6,2557.8,187.425
471.64,961.42,1646.205,1850.28,2562.275,258.495
514.28,949.44,1617.015,1720.86,2200.525,254.6675
569.56,1139.12,1281.51,2121.12,2381.35,282.325
491.91,966.56,1385.115,2019.42,2049.625,200.6475
345.15,874.38,1277.055,1534,2301,232.0175
335.135,691,912.12,1520.2,1796.6,155.475
355.95,699.3,1115.1,1146.6,1370.25,187.425
345.1,545.2,957,1345.6,1261.5,171.1
264.61,602.41,979.62,1024.66,1660.85,164.6775
243.81,657.72,850.5,1111.32,1630.125,165.8475
337.87,693.68,762.45,1399.32,1285.7,148.005
328.68,637.44,1085.64,1540.48,1610.2,200.86
409.84,759.52,1297.2,1398.72,2218.4,163.56
463.15,847.8,1389.45,1758.4,2099.875,227.65
455.95,820.71,1231.065,1425.88,1906.7,244.555
491.7,983.4,1528.74,2056.2,2436.15,241.38
532.35,800.8,1446.9,2202.2,2388.75,204.75
532.23,989.1,1582.56,2185.44,2614.05,251.985
428.12,875.7,1663.83,1731.94,2894.675,291.9
454.93,1003.66,1505.49,1913.52,2556.05,208.705
434.625,988.2,1468.575,1573.8,2081.625,217.3125
401.835,975.24,1408.68,2149.14,2528.4,205.4325
424.65,786.72,1501.92,1984.68,2659.65,268.2
432.18,1031.94,1243.62,2081.52,1918.35,218.295
412.685,1033.98,1156.425,1596.32,2380.875,229.0175
509.335,1137.35,1305.48,1740.64,2818.65,274.4475
520.46,1119.48,1252.05,1905.08,2774.15,277.415
496.225,880.26,1113.27,1777.78,2114.35,233.01
402.675,797.68,1046.955,1380.6,2166.775,176.41
411.145,794.65,1057.23,1575.48,1623.85,155.475
286.65,579.6,982.8,1297.8,1512,168.525
275.5,614.8,974.4,1194.8,1595,156.6
315.28,506.7,726.27,1328.68,1196.375,167.4925
260.82,680.4,850.5,1281.42,1219.05,123.3225
355.81,544.18,914.94,1399.32,1779.05,142.025
398.4,803.44,1175.28,1288.16,1743,166
349.68,774.56,1015.2,1684.48,1936.4,210.56
372.875,879.2,1059.75,1664.2,2335.375,237.4625
431.08,911.9,1380.285,1807.22,1865.25,180.3075
464.88,768.84,1475.1,2145.6,2212.65,257.025
445.9,846.3,1583.4,1783.6,2388.75,193.375
527.52,998.52,1370.61,2166.6,2355,223.725
510.825,1021.65,1255.17,1673.56,2651.425,243.25
525.28,797.3,1294.44,1744.68,2602.95,204.015
549,942.45,1194.075,1811.7,2607.75,240.1875
397.32,1002.33,1286.775,1932.42,2415.525,221.235
379.95,920.82,1515.33,1788,2212.65,203.385
476.28,811.44,1455.3,1746.36,2116.8,257.985
516.99,934.21,1496.55,1705.16,2516.925,210.8775
539.005,860.43,1364.82,2195.58,2620.85,281.865
446.81,1099.84,1340.43,2199.68,2086.75,270.05
405.61,871.63,1423.95,2088.46,2114.35,222.2225
337.48,813.02,1369.095,1411.28,1879.15,214.76
411.145,829.2,974.31,1299.08,1623.85,172.75
286.65,718.2,812.7,1524.6,1638,138.6
292.9,574.2,1035.3,1299.2,1493.5,156.6
320.91,653.08,836.055,1238.6,1407.5,147.7875
331.695,561.33,935.55,986.58,1346.625,141.75
290.03,568.1,1085.37,1028.56,1360.45,167.44
308.76,597.6,856.56,1221.76,1444.2,169.32
327.12,797.12,1026.48,1473.92,2011.6,208.68
341.475,926.3,1118.625,1381.6,1884,233.5375
484.965,837.29,1106.715,1459.04,2424.825,248.7
522.99,974.46,1314.18,1984.68,2346.75,189.975
514.15,928.2,1310.4,2184,2047.5,266.175
546.36,1045.62,1314.09,1808.64,2731.8,233.145
559.475,1148.14,1605.45,1809.78,2675.75,255.4125
473.69,1059.94,1702.47,1782.2,2790.55,267.33
393.45,1015.65,1509.75,1848.3,2356.125,253.9125
451.5,948.15,1517.04,1679.58,2076.9,261.87
415.71,938.7,1568.97,1662.84,1989.15,243.615
379.26,837.9,1164.24,1940.4,2557.8,266.805
453.5,897.93,1537.365,2140.52,2063.425,213.145
543.95,870.32,1424.16,2057.12,2274.7,249.7225
500.82,844.52,1767.6,2062.2,2258.6,265.14
427.185,957.93,1294.5,1674.22,1984.9,233.01
398.84,897.39,1265.55,1733.42,2243.475,168.74
380.05,739.37,953.58,1409.64,2090.275,164.1125
280.35,592.2,1096.2,1486.8,1622.25,176.4
339.3,661.2,939.6,1113.6,1609.5,131.95
258.98,478.55,1021.845,1002.14,1323.05,168.9
311.85,487.62,833.49,1099.98,1445.85,154.5075
263.12,598,1013.61,1255.8,1644.5,173.42
385.12,796.8,1205.16,1434.24,1643.4,170.98
383.52,827.2,981.36,1383.68,1898.8,227.48
365.025,792.85,1330.575,1350.2,2080.25,180.55
377.195,762.68,1305.675,1939.86,1803.075,194.815
455.94,759.9,1421.46,2145.6,2167.95,223.5
404.95,846.3,1351.35,1747.2,2616.25,257.075
447.45,1111.56,1328.22,1657.92,2543.4,237.855
432.985,1128.68,1488.69,2296.28,2091.95,287.035
529.97,881.72,1266.3,1594.6,2438.8,232.155
526.125,942.45,1248.975,1994.7,1990.125,210.45
415.38,903,1598.31,1932.42,2528.4,270.9
527.46,956.58,1515.33,2020.44,2324.4,232.44
374.85,749.7,1190.7,1640.52,2337.3,211.68
439.895,925.14,1183.635,1814,2131.45,217.68
558.785,850.54,1572.51,2393.38,2793.925,259.6125
510.64,1080.2,1458.27,2140.76,2405.9,228.315
522.115,742.18,1242.72,1518.88,2157.5,220.065
391.17,759.33,1311.57,1518.66,1744.925,212.8425
411.145,594.26,1036.5,1285.26,2038.45,205.5725
296.1,711.9,831.6,1373.4,1764,152.775
292.9,493,817.8,1113.6,1754.5,175.45
315.28,478.55,954.285,1103.48,1407.5,143.565
323.19,669.06,731.43,1054.62,1460.025,121.905
287.04,550.16,888.03,1160.12,1794,174.915
388.44,790.16,1045.8,1434.24,1427.6,177.62
345.92,782.08,958.8,1654.4,2105.6,174.84
471,910.6,1130.4,1334.5,2080.25,204.1
468.385,853.87,1479.765,1459.04,1948.15,242.4825
388.89,894,1408.05,1984.68,2458.5,194.445
404.95,773.5,1597.05,1929.2,2002,252.525
555.78,932.58,1596.69,1827.48,2331.45,228.435
418.39,953.54,1386.525,2198.98,2724.4,255.4125
469,938,1561.77,1594.6,2227.75,199.325
494.1,979.05,1660.725,1738.5,2401.875,226.4625
483.105,794.64,1273.23,1787.94,2596.125,264.1275
442.53,1081.74,1206.9,1770.12,2525.55,198.915
524.79,846.72,1323,1993.32,2469.6,200.655
512.455,879.79,1618.995,1741.44,2154.125,251.6925
454.94,1167.02,1617.015,2215.36,2497.225,247.25
569.56,1168.58,1649.76,1669.4,2111.3,265.14
405.61,914.78,1423.95,2019.42,2330.1,226.5375
448.695,797.68,1369.095,1441.96,2013.375,184.08
380.05,621.9,943.215,1382,1882.975,196.935
368.55,541.8,850.5,1134,1449,138.6
278.4,585.8,878.7,1206.4,1595,145
315.28,529.22,861.39,1294.9,1435.65,163.27
289.17,504.63,731.43,1168.02,1304.1,165.8475
307.97,538.2,1067.43,1219.92,1629.55,153.985
348.6,637.44,936.24,1208.48,1626.8,162.68
345.92,721.92,1364.88,1759.68,2068,189.88
337.55,855.65,1095.075,1397.3,2139.125,190.3625
373.05,1003.09,1454.895,1740.9,1761.625,250.7725
406.77,804.6,1501.92,1537.68,2011.5,230.205
464.1,1064.7,1283.1,2056.6,1979.25,273
527.52,1045.62,1610.82,2053.56,2190.15,256.695
564.34,1109.22,1649.235,1809.78,2846.025,214.06
454.93,956.76,1688.4,1857.24,2368.45,267.33
516.975,933.3,1496.025,1555.5,2630.625,233.325
514.71,821.73,1273.23,2076.9,1986.6,230.265
433.59,1019.16,1314.18,1734.36,2614.95,248.085
392.49,899.64,1323,1799.28,2623.95,198.45
421.755,907,1251.66,1723.3,1927.375,224.4825
548.895,899.99,1364.82,1701.08,2447.775,299.1725
481.18,883.8,1664.49,2042.56,2455,250.41
444.445,1018.34,1462.785,1553.4,2459.55,185.545
337.48,820.69,1138.995,1365.26,1744.925,228.1825
300.585,836.11,1129.785,1299.08,1813.875,191.7525
286.65,724.5,926.1,1108.8,1354.5,144.9
295.8,690.2,983.1,1113.6,1609.5,147.9
256.165,664.34,810.72,1227.34,1548.25,133.7125
249.48,504.63,739.935,963.9,1219.05,128.9925
352.82,645.84,1085.37,1016.6,1524.9,179.4
365.2,703.84,1095.6,1567.04,1593.6,151.06
391.04,857.28,1173.12,1594.24,1692,161.68
368.95,682.95,1153.95,1758.4,1746.625,186.4375
414.5,936.77,1168.89,1724.32,2321.2,244.555
402.3,867.18,1193.49,1591.32,2637.3,212.325
500.5,1064.7,1365,2093,2366,227.5
414.48,866.64,1299.96,1884,2355,230.79
428.12,895.16,1415.715,2315.74,2383.85,218.925
501.83,797.3,1238.16,1688.4,2556.05,239.19
544.425,805.2,1358.775,1756.8,2653.5,267.6375
388.29,912.03,1205.505,1625.4,2370.375,237.0375
429.12,867.18,1488.51,1931.04,2436.15,250.32
454.23,952.56,1574.37,1940.4,2050.65,227.115
412.685,1070.26,1618.995,1850.28,2358.2,201.8075
534.06,929.66,1528.005,2096.68,2695.025,239.8325
510.64,932.9,1502.46,1669.4,2675.95,262.685
444.445,975.19,1152.105,2071.2,2049.625,226.5375
387.335,920.4,1185.015,1764.1,2051.725,212.8425
335.135,760.1,881.025,1243.8,1727.5,171.0225
368.55,756,1077.3,1360.8,1417.5,182.7
278.4,667,800.4,1171.6,1754.5,152.25
340.615,557.37,785.385,1103.48,1660.85,161.8625
286.335,498.96,765.45,1315.44,1332.45,138.915
275.08,705.64,870.09,1291.68,1808.95,164.45
288.84,617.52,876.48,1195.2,1593.6,144.42
357.2,699.36,1274.64,1383.68,1748.4,219.96
392.5,706.5,1095.075,1758.4,2021.375,227.65
373.05,721.23,1454.895,1906.7,1927.425,205.1775
464.88,974.46,1408.05,1966.8,2637.3,252.555
464.1,846.3,1269.45,2147.6,1933.75,273
400.35,904.32,1299.96,1601.4,2496.3,209.595
501.095,1089.76,1561.665,2082.22,2870.35,270.0075
506.52,862.96,1350.72,1763.44,2415.35,281.4
535.275,860.1,1413.675,2104.5,2630.625,237.9
428.925,848.82,1571.22,2094.96,2031.75,273.1575
536.4,849.3,1327.59,1555.56,1944.45,252.555
515.97,855.54,1217.16,1940.4,1962.45,233.73
408.15,861.65,1333.29,1959.12,2675.65,192.7375
489.555,840.65,1617.015,1859.32,2324.15,229.9425
422.26,893.62,1693.95,2140.76,2184.95,230.77
487.595,1044.23,1294.5,1984.9,1833.875,233.01
456.365,859.04,1012.44,1441.96,1629.875,185.9975
386.96,684.09,1057.23,1312.9,1986.625,167.5675
280.35,630,1124.55,1247.4,1338.75,140.175
266.8,649.6,974.4,1241.2,1624,145
242.09,630.56,920.505,1159.78,1491.95,140.75
328.86,481.95,918.54,1168.02,1502.55,134.6625
296.01,639.86,941.85,1279.72,1779.05,130.065
298.8,590.96,886.44,1394.4,1411,170.98
432.4,736.96,1150.56,1519.04,2086.8,189.88
353.25,871.35,1047.975,1381.6,2374.625,184.475
377.195,969.93,1367.85,1740.9,2072.5,205.1775
397.83,867.18,1515.33,1573.44,1944.45,230.205
541.45,800.8,1597.05,1892.8,2343.25,270.725
527.52,1102.14,1526.04,2166.6,2637.6,249.63
452.445,924.35,1328.145,1829.24,2821.7,240.8175
515.9,1088.08,1336.65,1800.96,2133.95,281.4
448.35,1061.4,1564.65,1976.4,2287.5,203.5875
392.805,839.79,1503.495,2167.2,2505.825,212.205
469.35,1081.74,1542.15,1644.96,1899.75,192.21
396.9,829.08,1177.47,1940.4,2337.3,187.425
498.85,997.7,1401.315,1541.9,2267.5,274.3675
534.06,1196.69,1513.17,1701.08,2917.55,269.5025
441.9,932.9,1605.57,2376.44,2921.45,240.59
466.02,957.93,1346.28,1898.6,1963.325,245.955
387.335,767,1196.52,1426.62,1764.1,226.265
400.78,822.29,974.31,1271.44,1762.05,164.1125
368.55,592.2,831.6,1197,1559.25,149.625
327.7,522,896.1,1229.6,1609.5,171.1
312.465,675.6,996.51,1002.14,1590.475,136.5275
272.16,538.65,927.045,1111.32,1488.375,140.3325
334.88,520.26,879.06,1279.72,1719.25,165.945
355.24,743.68,1155.36,1248.32,1693.2,156.04
413.6,676.8,1071.6,1473.92,2086.8,210.56
471,761.45,1318.8,1648.5,1825.125,190.3625
431.08,920.19,1206.195,1923.28,2341.925,203.105
469.35,786.72,1260.54,1644.96,2011.5,239.145
423.15,791.7,1515.15,1547,2411.5,220.675
433.32,998.52,1285.83,1601.4,2378.55,209.595
481.635,1109.22,1415.715,1848.7,2700.075,267.575
412.72,1003.66,1618.05,1988.56,2110.5,239.19
503.25,841.8,1441.125,2013,2081.625,276.7875
519.225,893.97,1259.685,1607.34,2144.625,221.235
379.95,920.82,1247.13,1698.6,2682,207.855
414.54,1031.94,1164.24,1675.8,2271.15,200.655
526.06,943.28,1346.895,1868.42,2652.975,229.0175
593.4,1058.23,1260.975,1839.54,2892.825,249.7225
549.92,1188.22,1502.46,2297.88,2626.85,223.405
375.405,863,1346.28,2071.2,2265.375,237.325
329.81,813.02,1334.58,1472.64,2320.175,166.8225
380.05,746.28,995.04,1285.26,1554.75,167.5675
343.35,705.6,888.3,1499.4,1827,165.375
321.9,678.6,878.7,1252.8,1363,126.15
275.87,664.34,869.835,1339.94,1660.85,128.0825
249.48,493.29,765.45,1054.62,1275.75,128.9925
355.81,675.74,923.91,1375.4,1749.15,164.45
365.2,637.44,1145.4,1394.4,1676.6,177.62
387.28,661.76,1026.48,1353.6,2143.2,184.24
467.075,698.65,1330.575,1617.1,1727,186.4375
489.11,978.22,1144.02,1674.58,2217.575,215.54
491.7,786.72,1367.82,1734.36,2391.45,234.675
400.4,955.5,1242.15,2020.2,2525.25,243.425
499.26,847.8,1384.74,1770.96,2119.5,263.76
583.8,875.7,1751.4,1946,2651.425,289.4675
